"Story","Title","Result","Date","Stability","Duration (s)"
"Lookup a definition","Looking up the definition of 'apple'","SUCCESS","2017-12-15T21:34:06.910+05:30[Asia/Calcutta]","0.0","23.83"
"Lookup a definition","Looking up the definition of 'pear'","SUCCESS","2017-12-15T21:34:33.042+05:30[Asia/Calcutta]","0.0","18.1"
